Riding ID,Riding Name,Province ID,Province,Candidate,Party ID,Party,Votes
24021,Châteauguay--Lacolle,QC,Quebec,Claudia Valdivia,BQ,Bloc Quebecois,19479
24021,Châteauguay--Lacolle,QC,Quebec,Hugues Laplante,CPC,Conservative,5851
24021,Châteauguay--Lacolle,QC,Quebec,Marika Lalime,NDP,New Democratic Party,4005
24021,Châteauguay--Lacolle,QC,Quebec,Meryam Haddad,GRE,Green,1929
24021,Châteauguay--Lacolle,QC,Quebec,Jeff Benoit,PPC,People's Party,563
24021,Châteauguay--Lacolle,QC,Quebec,Marc Gagnon,PIQ,Pour l'Indépendance du Québec,393
24021,Châteauguay--Lacolle,QC,Quebec,Pierre Chénier,ML,Marxist-Leninist,64
24022,Chicoutimi--Le Fjord,QC,Quebec,Richard Martel,CPC,Conservative,16155
24022,Chicoutimi--Le Fjord,QC,Quebec,Valérie Tremblay,BQ,Bloc Quebecois,15321
24022,Chicoutimi--Le Fjord,QC,Quebec,Dajana Dautovic,LPC,Liberal,7504
24022,Chicoutimi--Le Fjord,QC,Quebec,Stéphane Girard,NDP,New Democratic Party,2855
24022,Chicoutimi--Le Fjord,QC,Quebec,Lynda Youde,GRE,Green,1388
24022,Chicoutimi--Le Fjord,QC,Quebec,Jimmy Voyer,PPC,People's Party,359
24022,Chicoutimi--Le Fjord,QC,Quebec,Line Bélanger,RHI,Rhinceros Party,299
24023,Compton--Stanstead,QC,Quebec,Marie-Claude Bibeau,LPC,Liberal,21731
24023,Compton--Stanstead,QC,Quebec,David Benoît,BQ,Bloc Quebecois,18571
24023,Compton--Stanstead,QC,Quebec,Jessy Mc Neil,CPC,Conservative,8446
24023,Compton--Stanstead,QC,Quebec,Naomie Mathieu Chauvette,NDP,New Democratic Party,5607
24023,Compton--Stanstead,QC,Quebec,Jean Rousseau,GRE,Green,3044
24023,Compton--Stanstead,QC,Quebec,Paul Reed,PPC,People's Party,586
24023,Compton--Stanstead,QC,Quebec,Jonathan Therrien,RHI,Rhinceros Party,252
24024,Dorval--Lachine--LaSalle,QC,Quebec,Anju Dhillon,LPC,Liberal,27821
24024,Dorval--Lachine--LaSalle,QC,Quebec,Jean-Frédéric Vaudry,BQ,Bloc Quebecois,8974
24024,Dorval--Lachine--LaSalle,QC,Quebec,Lori Morrison,NDP,New Democratic Party,6207
24024,Dorval--Lachine--LaSalle,QC,Quebec,Céline Laquerre,CPC,Conservative,5543
24024,Dorval--Lachine--LaSalle,QC,Quebec,Réjean Malette,GRE,Green,2898
24024,Dorval--Lachine--LaSalle,QC,Quebec,Arash Torbati,PPC,People's Party,528
24024,Dorval--Lachine--LaSalle,QC,Quebec,Fang Hu,PC,PC Party,426
24024,Dorval--Lachine--LaSalle,QC,Quebec,Xavier Watso,RHI,Rhinceros Party,177
24025,Drummond,QC,Quebec,Martin Champoux,BQ,Bloc Quebecois,24574
24025,Drummond,QC,Quebec,William Morales,LPC,Liberal,9552
24025,Drummond,QC,Quebec,Jessica Ebacher,CPC,Conservative,9083
24025,Drummond,QC,Quebec,François Choquette,NDP,New Democratic Party,8716
24025,Drummond,QC,Quebec,Frédérik Bernier,GRE,Green,1856
24025,Drummond,QC,Quebec,Steeve Paquet,PPC,People's Party,525
24025,Drummond,QC,Quebec,Réal Batrhino,RHI,Rhinceros Party,270
24025,Drummond,QC,Quebec,Lucas Munger,APP,Animal Protection Party,248
24026,Gaspésie--Les Îles-de-la-Madeleine,QC,Quebec,Diane Lebouthillier,LPC,Liberal,16296
24026,Gaspésie--Les Îles-de-la-Madeleine,QC,Quebec,Guy Bernatchez,BQ,Bloc Quebecois,15659
24026,Gaspésie--Les Îles-de-la-Madeleine,QC,Quebec,Jean-Pierre Pigeon,CPC,Conservative,3022
24026,Gaspésie--Les Îles-de-la-Madeleine,QC,Quebec,Lynn Beaulieu,NDP,New Democratic Party,1722
24026,Gaspésie--Les Îles-de-la-Madeleine,QC,Quebec,Dennis Drainville,GRE,Green,1130
24026,Gaspésie--Les Îles-de-la-Madeleine,QC,Quebec,Jay Cowboy,RHI,Rhinceros Party,353
24026,Gaspésie--Les Îles-de-la-Madeleine,QC,Quebec,Eric Hébert,PPC,People's Party,198
24027,Gatineau,QC,Quebec,Steven MacKinnon,LPC,Liberal,29084
24027,Gatineau,QC,Quebec,Geneviève Nadeau,BQ,Bloc Quebecois,11926
24027,Gatineau,QC,Quebec,Eric Chaurette,NDP,New Democratic Party,6128
24027,Gatineau,QC,Quebec,Sylvie Goneau,CPC,Conservative,5745
24027,Gatineau,QC,Quebec,Guy Dostaler,GRE,Green,2264
24027,Gatineau,QC,Quebec,Mario-Roberto Lam,PPC,People's Party,560
24027,Gatineau,QC,Quebec,Pierre Soublière,ML,Marxist-Leninist,76
24028,Hochelaga,QC,Quebec,Soraya Martinez Ferrada,LPC,Liberal,18008
24028,Hochelaga,QC,Quebec,Simon Marchand,BQ,Bloc Quebecois,17680
24028,Hochelaga,QC,Quebec,Catheryn Roy-Goyette,NDP,New Democratic Party,11451
24028,Hochelaga,QC,Quebec,Robert D. Morais,GRE,Green,2618
24028,Hochelaga,QC,Quebec,Christine Marcoux,CPC,Conservative,2381
24028,Hochelaga,QC,Quebec,Stepan Balatsko,PPC,People's Party,377
24028,Hochelaga,QC,Quebec,Chinook Blais-Leduc,RHI,Rhinceros Party,314
24028,Hochelaga,QC,Quebec,Christine Dandenault,ML,Marxist-Leninist,107
24028,Hochelaga,QC,Quebec,JP Fortin,COM,Communist,101
24029,Honoré-Mercier,QC,Quebec,Pablo Rodriguez,LPC,Liberal,29543
24029,Honoré-Mercier,QC,Quebec,Jacques Binette,BQ,Bloc Quebecois,9979
24029,Honoré-Mercier,QC,Quebec,Guy Croteau,CPC,Conservative,4808
24029,Honoré-Mercier,QC,Quebec,Chu Anh Pham,NDP,New Democratic Party,4130
24029,Honoré-Mercier,QC,Quebec,Domenico Cusmano,GRE,Green,1373
24029,Honoré-Mercier,QC,Quebec,Patrick St-Onge,PPC,People's Party,459
24029,Honoré-Mercier,QC,Quebec,Yves Le Seigle,ML,Marxist-Leninist,71
24030,Hull--Aylmer,QC,Quebec,Greg Fergus,LPC,Liberal,29732
24030,Hull--Aylmer,QC,Quebec,Joanie Riopel,BQ,Bloc Quebecois,8011
24030,Hull--Aylmer,QC,Quebec,Nicolas Thibodeau,NDP,New Democratic Party,7467
24030,Hull--Aylmer,QC,Quebec,Mike Duggan,CPC,Conservative,4979
24030,Hull--Aylmer,QC,Quebec,Josée Poirier Defoy,GRE,Green,3869
24030,Hull--Aylmer,QC,Quebec,Rowen Tanguay,PPC,People's Party,638
24030,Hull--Aylmer,QC,Quebec,Sébastien Grenier,RHI,Rhinceros Party,195
24030,Hull--Aylmer,QC,Quebec,Alexandre Deschênes,ML,Marxist-Leninist,102
24031,Joliette,QC,Quebec,Gabriel Ste-Marie,BQ,Bloc Quebecois,33590
24031,Joliette,QC,Quebec,Michel Bourgeois,LPC,Liberal,12995
24031,Joliette,QC,Quebec,Jean-Martin Masse,CPC,Conservative,5176
24031,Joliette,QC,Quebec,Julienne Soumaoro,NDP,New Democratic Party,2623
24031,Joliette,QC,Quebec,Érica Poirier,GRE,Green,2343
24031,Joliette,QC,Quebec,Sylvain Prescott,PPC,People's Party,498
24031,Joliette,QC,Quebec,Paul Savard,PIQ,Pour l'Indépendance du Québec,474
24032,Jonquière,QC,Quebec,Mario Simard,BQ,Bloc Quebecois,17577
24032,Jonquière,QC,Quebec,Karine Trudel,NDP,New Democratic Party,12141
24032,Jonquière,QC,Quebec,Philippe Gagnon,CPC,Conservative,10338
24032,Jonquière,QC,Quebec,Vincent Garneau,LPC,Liberal,7849
24032,Jonquière,QC,Quebec,Lyne Bourdages,GRE,Green,1009
24032,Jonquière,QC,Quebec,Sylvie Théodore,PPC,People's Party,453
24033,La Pointe-de-l'Île,QC,Quebec,Mario Beaulieu,BQ,Bloc Quebecois,26010
24033,La Pointe-de-l'Île,QC,Quebec,Jonathan Plamondon,LPC,Liberal,16898
24033,La Pointe-de-l'Île,QC,Quebec,Ève Péclet,NDP,New Democratic Party,6057
24033,La Pointe-de-l'Île,QC,Quebec,Robert Coutu,CPC,Conservative,3984
24033,La Pointe-de-l'Île,QC,Quebec,Franco Fiori,GRE,Green,1910
24033,La Pointe-de-l'Île,QC,Quebec,Randy Manseau,PPC,People's Party,388
24033,La Pointe-de-l'Île,QC,Quebec,Jacinthe Lafrenaye,PIQ,Pour l'Indépendance du Québec,199
24033,La Pointe-de-l'Île,QC,Quebec,Geneviève Royer,ML,Marxist-Leninist,88
24034,La Prairie,QC,Quebec,Alain Therrien,BQ,Bloc Quebecois,25707
24034,La Prairie,QC,Quebec,Jean-Claude Poissant,LPC,Liberal,22504
24034,La Prairie,QC,Quebec,Isabelle Lapointe,CPC,Conservative,5540
24034,La Prairie,QC,Quebec,Victoria Hernandez,NDP,New Democratic Party,4744
24034,La Prairie,QC,Quebec,Barbara Joannette,GRE,Green,2565
24034,La Prairie,QC,Quebec,Gregory Yablunovsky,PPC,People's Party,393
24034,La Prairie,QC,Quebec,Normand Chouinard,ML,Marxist-Leninist,100
24035,Lac-Saint-Jean,QC,Quebec,Alexis Brunelle-Duceppe,BQ,Bloc Quebecois,23839
24035,Lac-Saint-Jean,QC,Quebec,Richard Hébert,LPC,Liberal,13633
24035,Lac-Saint-Jean,QC,Quebec,Jocelyn Fradette,CPC,Conservative,12544
24035,Lac-Saint-Jean,QC,Quebec,Jean-Simon Fortin,NDP,New Democratic Party,2753
24035,Lac-Saint-Jean,QC,Quebec,Julie Gagnon-Bond,GRE,Green,1010
24035,Lac-Saint-Jean,QC,Quebec,Danny Boudreault,PPC,People's Party,448
24036,Lac-Saint-Louis,QC,Quebec,Francis Scarpaleggia,LPC,Liberal,34622
24036,Lac-Saint-Louis,QC,Quebec,Ann Francis,CPC,Conservative,9083
24036,Lac-Saint-Louis,QC,Quebec,Dana Chevalier,NDP,New Democratic Party,7263
24036,Lac-Saint-Louis,QC,Quebec,Milan Kona-Mancini,GRE,Green,4176
24036,Lac-Saint-Louis,QC,Quebec,Julie Benoît,BQ,Bloc Quebecois,3169
24036,Lac-Saint-Louis,QC,Quebec,Gary Charles,PPC,People's Party,805
24036,Lac-Saint-Louis,QC,Quebec,Victoria de Martigny,APP,Animal Protection Party,379
24036,Lac-Saint-Louis,QC,Quebec,Ralston Coelho,NAT,Nationalist,28
24037,LaSalle--Émard--Verdun,QC,Quebec,David Lametti,LPC,Liberal,22803
24037,LaSalle--Émard--Verdun,QC,Quebec,Isabel Dion,BQ,Bloc Quebecois,12619
24037,LaSalle--Émard--Verdun,QC,Quebec,Steven Scott,NDP,New Democratic Party,8628
24037,LaSalle--Émard--Verdun,QC,Quebec,Claudio Rocchi,CPC,Conservative,3690
24037,LaSalle--Émard--Verdun,QC,Quebec,Jency Mercier,GRE,Green,3583
24037,LaSalle--Émard--Verdun,QC,Quebec,Daniel Turgeon,PPC,People's Party,490
24037,LaSalle--Émard--Verdun,QC,Quebec,Julien Côté,IND,Independent,274
24037,LaSalle--Émard--Verdun,QC,Quebec,Rhino Jacques Bélanger,RHI,Rhinceros Party,265
24037,LaSalle--Émard--Verdun,QC,Quebec,Eileen Studd,ML,Marxist-Leninist,39
24038,Laurentides--Labelle,QC,Quebec,Marie-Hélène Gaudreau,BQ,Bloc Quebecois,30625
24038,Laurentides--Labelle,QC,Quebec,David Graham,LPC,Liberal,21655
24038,Laurentides--Labelle,QC,Quebec,Serge Grégoire,CPC,Conservative,4983
24038,Laurentides--Labelle,QC,Quebec,Claude Dufour,NDP,New Democratic Party,4122
24038,Laurentides--Labelle,QC,Quebec,Gaël Chantrel,GRE,Green,3157
24038,Laurentides--Labelle,QC,Quebec,Richard Evanko,PPC,People's Party,418
24038,Laurentides--Labelle,QC,Quebec,Ludovic Schneider,RHI,Rhinceros Party,272
24038,Laurentides--Labelle,QC,Quebec,Michel Leclerc,IND,Independent,174
24039,Laurier--Sainte-Marie,QC,Quebec,Steven Guilbeault,LPC,Liberal,22306
24039,Laurier--Sainte-Marie,QC,Quebec,Nimâ Machouf,NDP,New Democratic Party,13453
24039,Laurier--Sainte-Marie,QC,Quebec,Michel Duchesne,BQ,Bloc Quebecois,12188
24039,Laurier--Sainte-Marie,QC,Quebec,Jamil Azzaoui,GRE,Green,3225
24039,Laurier--Sainte-Marie,QC,Quebec,Lise des Greniers,CPC,Conservative,1502
24039,Laurier--Sainte-Marie,QC,Quebec,Christine Bui,PPC,People's Party,320
24039,Laurier--Sainte-Marie,QC,Quebec,Archie Morals,RHI,Rhinceros Party,208
24039,Laurier--Sainte-Marie,QC,Quebec,Serge Lachapelle,ML,Marxist-Leninist,98
24039,Laurier--Sainte-Marie,QC,Quebec,Adrien Welsh,COM,Communist,67
24039,Laurier--Sainte-Marie,QC,Quebec,Dimitri Mourkes,IND,Independent,42
24040,Laval--Les Îles,QC,Quebec,Fayçal EL-Khoury,LPC,Liberal,26031
24040,Laval--Les Îles,QC,Quebec,Nacera Beddad,BQ,Bloc Quebecois,11120
24040,Laval--Les Îles,QC,Quebec,Tom Pentefountas,CPC,Conservative,8816
24040,Laval--Les Îles,QC,Quebec,Noémia Onofre De Lima,NDP,New Democratic Party,4803
24040,Laval--Les Îles,QC,Quebec,Sari Madi,GRE,Green,2306
24040,Laval--Les Îles,QC,Quebec,Marie-Louise Beauchamp,PPC,People's Party,885
24042,Lévis--Lotbinière,QC,Quebec,Jacques Gourde,CPC,Conservative,28297
24042,Lévis--Lotbinière,QC,Quebec,François-Noël Brault,BQ,Bloc Quebecois,15921
24042,Lévis--Lotbinière,QC,Quebec,Ghislain Daigle,LPC,Liberal,10761
24042,Lévis--Lotbinière,QC,Quebec,Christel Marchand,NDP,New Democratic Party,4355
24042,Lévis--Lotbinière,QC,Quebec,Marc Fontaine,PPC,People's Party,2247
24042,Lévis--Lotbinière,QC,Quebec,Patrick Kerr,GRE,Green,1908
24041,Longueuil--Charles-LeMoyne,QC,Quebec,Sherry Romanado,LPC,Liberal,20114
24041,Longueuil--Charles-LeMoyne,QC,Quebec,Cathy Lepage,BQ,Bloc Quebecois,18794
24041,Longueuil--Charles-LeMoyne,QC,Quebec,Kalden Dhatsenpa,NDP,New Democratic Party,5289
24041,Longueuil--Charles-LeMoyne,QC,Quebec,Stéphane Robichaud,CPC,Conservative,3811
24041,Longueuil--Charles-LeMoyne,QC,Quebec,Casandra Poitras,GRE,Green,2978
24041,Longueuil--Charles-LeMoyne,QC,Quebec,Henri Cousineau,PPC,People's Party,558
24043,Longueuil--Saint-Hubert,QC,Quebec,Denis Trudel,BQ,Bloc Quebecois,23061
24043,Longueuil--Saint-Hubert,QC,Quebec,Réjean Hébert,LPC,Liberal,20471
24043,Longueuil--Saint-Hubert,QC,Quebec,Pierre Nantel,GRE,Green,6745
24043,Longueuil--Saint-Hubert,QC,Quebec,Éric Ferland,NDP,New Democratic Party,5104
24043,Longueuil--Saint-Hubert,QC,Quebec,Patrick Clune,CPC,Conservative,3779
24043,Longueuil--Saint-Hubert,QC,Quebec,Ellen Comeau,PPC,People's Party,467
24043,Longueuil--Saint-Hubert,QC,Quebec,Pierre-Luc Filion,IND,Independent,217
24044,Louis-Hébert,QC,Quebec,Joël Lightbound,LPC,Liberal,25140
24044,Louis-Hébert,QC,Quebec,Christian Hébert,BQ,Bloc Quebecois,17375
24044,Louis-Hébert,QC,Quebec,Marie-Josée Guérette,CPC,Conservative,10912
24044,Louis-Hébert,QC,Quebec,Jérémie Juneau,NDP,New Democratic Party,4884
24044,Louis-Hébert,QC,Quebec,Macarena Diab,GRE,Green,2466
24044,Louis-Hébert,QC,Quebec,Daniel Brisson,PPC,People's Party,1016
24044,Louis-Hébert,QC,Quebec,Ali Dahan,IND,Independent,267
24045,Louis-Saint-Laurent,QC,Quebec,Gérard Deltell,CPC,Conservative,29279
24045,Louis-Saint-Laurent,QC,Quebec,Jeanne-Paule Desgagnés,BQ,Bloc Quebecois,14674
24045,Louis-Saint-Laurent,QC,Quebec,Jean-Christophe Cusson,LPC,Liberal,13571
24045,Louis-Saint-Laurent,QC,Quebec,Colette Amram Ducharme,NDP,New Democratic Party,4339
24045,Louis-Saint-Laurent,QC,Quebec,Sandra Mara Riedo,GRE,Green,2155
24045,Louis-Saint-Laurent,QC,Quebec,Guillaume Côté,PPC,People's Party,1543
24046,Manicouagan,QC,Quebec,Marilène Gill,BQ,Bloc Quebecois,21768
24046,Manicouagan,QC,Quebec,Dave Savard,LPC,Liberal,7793
24046,Manicouagan,QC,Quebec,François Corriveau,CPC,Conservative,7771
24046,Manicouagan,QC,Quebec,Colleen McCool,NDP,New Democratic Party,1482
24046,Manicouagan,QC,Quebec,Jacques Gélineau,GRE,Green,1293
24046,Manicouagan,QC,Quebec,Gabriel Côté,PPC,People's Party,283
24065,Marc-Aurèle-Fortin,QC,Quebec,Yves Robillard,LPC,Liberal,24865
24065,Marc-Aurèle-Fortin,QC,Quebec,Lizabel Nitoi,BQ,Bloc Quebecois,18069
24065,Marc-Aurèle-Fortin,QC,Quebec,Sonia Baudelot,CPC,Conservative,5423
24065,Marc-Aurèle-Fortin,QC,Quebec,Ali Faour,NDP,New Democratic Party,4741
24065,Marc-Aurèle-Fortin,QC,Quebec,Bao Tran Le,GRE,Green,2111
24065,Marc-Aurèle-Fortin,QC,Quebec,Emilio Migliozzi,PPC,People's Party,465
24065,Marc-Aurèle-Fortin,QC,Quebec,Elias Progakis,IND,Independent,143
24047,Mégantic--L'Érable,QC,Quebec,Luc Berthold,CPC,Conservative,23392
24047,Mégantic--L'Érable,QC,Quebec,Priscilla Corbeil,BQ,Bloc Quebecois,12249
24047,Mégantic--L'Érable,QC,Quebec,Isabelle Grégoire,LPC,Liberal,7388
24047,Mégantic--L'Érable,QC,Quebec,Mathieu Boisvert,NDP,New Democratic Party,1936
24047,Mégantic--L'Érable,QC,Quebec,Nicole Charette,GRE,Green,1258
24047,Mégantic--L'Érable,QC,Quebec,Marie Claude Lauzier,PPC,People's Party,812
24047,Mégantic--L'Érable,QC,Quebec,Damien Roy,RHI,Rhinceros Party,256
24047,Mégantic--L'Érable,QC,Quebec,Jean Paradis,IND,Independent,217
24048,Mirabel,QC,Quebec,Simon Marcil,BQ,Bloc Quebecois,33219
24048,Mirabel,QC,Quebec,Karl Trudel,LPC,Liberal,16162
24048,Mirabel,QC,Quebec,François Desrochers,CPC,Conservative,5940
24048,Mirabel,QC,Quebec,Anne-Marie Saint-Germain,NDP,New Democratic Party,5219
24048,Mirabel,QC,Quebec,Julie Tremblay,GRE,Green,3517
24048,Mirabel,QC,Quebec,Christian Montpetit,PPC,People's Party,641
24048,Mirabel,QC,Quebec,Pietro Biacchi,PIQ,Pour l'Indépendance du Québec,332
24049,Montarville,QC,Quebec,Stéphane Bergeron,BQ,Bloc Quebecois,25366
24049,Montarville,QC,Quebec,Michel Picard,LPC,Liberal,21061
24049,Montarville,QC,Quebec,Djaouida Sellah,NDP,New Democratic Party,4984
24049,Montarville,QC,Quebec,Julie Sauvageau,CPC,Conservative,4138
24049,Montarville,QC,Quebec,Jean-Charles Pelland,GRE,Green,2967
24049,Montarville,QC,Quebec,Julie Lavallée,PPC,People's Party,501
24049,Montarville,QC,Quebec,Thomas Thibault-Vincent,RHI,Rhinceros Party,211
24050,Montcalm,QC,Quebec,Luc Thériault,BQ,Bloc Quebecois,31791
24050,Montcalm,QC,Quebec,Isabel Sayegh,LPC,Liberal,11200
24050,Montcalm,QC,Quebec,Gisèle Desroches,CPC,Conservative,4942
24050,Montcalm,QC,Quebec,Julian Bonello-Stauch,NDP,New Democratic Party,3514
24050,Montcalm,QC,Quebec,Mathieu Goyette,GRE,Green,2416
24050,Montcalm,QC,Quebec,Hugo Clénin,PPC,People's Party,524
24050,Montcalm,QC,Quebec,Marc Labelle,PIQ,Pour l'Indépendance du Québec,419
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,QC,Quebec,Bernard Généreux,CPC,Conservative,20989
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,QC,Quebec,Louis Gagnon,BQ,Bloc Quebecois,16261
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,QC,Quebec,Aladin Legault d'Auteuil,LPC,Liberal,8210
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,QC,Quebec,Hugo Latulippe,NDP,New Democratic Party,3481
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,QC,Quebec,Denis Ducharme,GRE,Green,1030
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,QC,Quebec,Serge Haché,PPC,People's Party,417
24052,Mount Royal,QC,Quebec,Anthony Housefather,LPC,Liberal,24590
24052,Mount Royal,QC,Quebec,David Tordjman,CPC,Conservative,10887
24052,Mount Royal,QC,Quebec,Eric-Abel Baland,NDP,New Democratic Party,3609
24052,Mount Royal,QC,Quebec,Clément Badra,GRE,Green,2389
24052,Mount Royal,QC,Quebec,Xavier Levesque,BQ,Bloc Quebecois,1757
24052,Mount Royal,QC,Quebec,Zachary Lozoff,PPC,People's Party,362
24052,Mount Royal,QC,Quebec,Diane Johnston,ML,Marxist-Leninist,85
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,Marc Garneau,LPC,Liberal,28323
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,Franklin Gertler,NDP,New Democratic Party,7753
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,Neil Drabkin,CPC,Conservative,5759
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,Robert Green,GRE,Green,5397
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,Jennifer Jetté,BQ,Bloc Quebecois,2359
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,André Valiquette,PPC,People's Party,565
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,Jeffery A. Thomas,IND,Independent,98
24053,Notre-Dame-de-Grâce--Westmount,QC,Quebec,Rachel Hoffman,ML,Marxist-Leninist,67
24054,Outremont,QC,Quebec,Rachel Bendayan,LPC,Liberal,19148
24054,Outremont,QC,Quebec,Andrea Clarke,NDP,New Democratic Party,8319
24054,Outremont,QC,Quebec,Célia Grimard,BQ,Bloc Quebecois,5741
24054,Outremont,QC,Quebec,Daniel Green,GRE,Green,5018
24054,Outremont,QC,Quebec,Jasmine Louras,CPC,Conservative,2707
24054,Outremont,QC,Quebec,Sabin Lévesque,PPC,People's Party,369
24054,Outremont,QC,Quebec,Mark John Hiemstra,RHI,Rhinceros Party,155
24055,Papineau,QC,Quebec,Justin Trudeau,LPC,Liberal,25957
24055,Papineau,QC,Quebec,Christine Paré,NDP,New Democratic Party,9748
24055,Papineau,QC,Quebec,Christian Gagnon,BQ,Bloc Quebecois,8124
24055,Papineau,QC,Quebec,Juan Vazquez,GRE,Green,3741
24055,Papineau,QC,Quebec,Sophie Veilleux,CPC,Conservative,2155
24055,Papineau,QC,Quebec,Jean-Patrick Cacereco Berthiaume,RHI,Rhinceros Party,363
24055,Papineau,QC,Quebec,Mark Sibthorpe,PPC,People's Party,322
24055,Papineau,QC,Quebec,Susanne Lefebvre,CHP,Christian Heritage Party,186
24055,Papineau,QC,Quebec,Alain Magnan,IND,Independent,76
24055,Papineau,QC,Quebec,Luc Lupien,IND,Independent,75
24055,Papineau,QC,Quebec,Steve Penner,IND,Independent,34
24014,Pierre-Boucher--Les Patriotes--Verchères,QC,Quebec,Xavier Barsalou-Duval,BQ,Bloc Quebecois,31009
24014,Pierre-Boucher--Les Patriotes--Verchères,QC,Quebec,Simon Chalifoux,LPC,Liberal,17333
24014,Pierre-Boucher--Les Patriotes--Verchères,QC,Quebec,Mathieu Daviault,CPC,Conservative,4910
24014,Pierre-Boucher--Les Patriotes--Verchères,QC,Quebec,Sean English,NDP,New Democratic Party,4192
24014,Pierre-Boucher--Les Patriotes--Verchères,QC,Quebec,Dany Gariépy,GRE,Green,2955
24014,Pierre-Boucher--Les Patriotes--Verchères,QC,Quebec,Clifford Albert,PPC,People's Party,384
24056,Pierrefonds--Dollard,QC,Quebec,Sameer Zuberi,LPC,Liberal,31305
24056,Pierrefonds--Dollard,QC,Quebec,Mariam Ishak,CPC,Conservative,9797
24056,Pierrefonds--Dollard,QC,Quebec,Bruno Ibrahim El-Khoury,NDP,New Democratic Party,5687
24056,Pierrefonds--Dollard,QC,Quebec,Edline Henri,BQ,Bloc Quebecois,4469
24056,Pierrefonds--Dollard,QC,Quebec,Lisa Mintz,GRE,Green,2866
24056,Pierrefonds--Dollard,QC,Quebec,Lee Weishar,PPC,People's Party,711
24056,Pierrefonds--Dollard,QC,Quebec,Martin Plante,IND,Independent,394
24056,Pierrefonds--Dollard,QC,Quebec,Shahid Khan,IND,Independent,242
24057,Pontiac,QC,Quebec,William Amos,LPC,Liberal,30217
24057,Pontiac,QC,Quebec,Dave Blackburn,CPC,Conservative,10416
24057,Pontiac,QC,Quebec,Jonathan Carreiro-Benoit,BQ,Bloc Quebecois,9929
24057,Pontiac,QC,Quebec,Denise Giroux,NDP,New Democratic Party,6503
24057,Pontiac,QC,Quebec,Claude Bertrand,GRE,Green,3762
24057,Pontiac,QC,Quebec,Mario Belec,PPC,People's Party,775
24057,Pontiac,QC,Quebec,Shawn Stewart,VCP,Veterans Coalition Party,194
24057,Pontiac,QC,Quebec,Louis Lang,ML,Marxist-Leninist,51
24058,Portneuf--Jacques-Cartier,QC,Quebec,Joël Godin,CPC,Conservative,28110
24058,Portneuf--Jacques-Cartier,QC,Quebec,Mathieu Bonsaint,BQ,Bloc Quebecois,15707
24058,Portneuf--Jacques-Cartier,QC,Quebec,Annie Talbot,LPC,Liberal,12876
24058,Portneuf--Jacques-Cartier,QC,Quebec,David-Roger Gagnon,NDP,New Democratic Party,3758
24058,Portneuf--Jacques-Cartier,QC,Quebec,Marie-Claude Gaudet,GRE,Green,2308
24058,Portneuf--Jacques-Cartier,QC,Quebec,Luca Abbatiello,PPC,People's Party,1915
24059,Québec,QC,Quebec,Jean-Yves Duclos,LPC,Liberal,18047
24059,Québec,QC,Quebec,Christiane Gagnon,BQ,Bloc Quebecois,17722
24059,Québec,QC,Quebec,Bianca Boutin,CPC,Conservative,8118
24059,Québec,QC,Quebec,Tommy Bureau,NDP,New Democratic Party,6220
24059,Québec,QC,Quebec,Luc Joli-Coeur,GRE,Green,2949
24059,Québec,QC,Quebec,Bruno Dabiré,PPC,People's Party,674
24059,Québec,QC,Quebec,Sébastien CoRhino,RHI,Rhinceros Party,349
24059,Québec,QC,Quebec,Luc Paquin,PIQ,Pour l'Indépendance du Québec,119
24060,Repentigny,QC,Quebec,Monique Pauzé,BQ,Bloc Quebecois,34837
24060,Repentigny,QC,Quebec,Josée Larose,LPC,Liberal,18111
24060,Repentigny,QC,Quebec,Pierre Branchaud,CPC,Conservative,4878
24060,Repentigny,QC,Quebec,Meryem Benslimane,NDP,New Democratic Party,4470
24060,Repentigny,QC,Quebec,Diane Beauregard,GRE,Green,2289
24060,Repentigny,QC,Quebec,Samuel Saint-Laurent,PPC,People's Party,524
24060,Repentigny,QC,Quebec,Micheline Boucher Granger,PIQ,Pour l'Indépendance du Québec,347
24061,Richmond--Arthabaska,QC,Quebec,Alain Rayes,CPC,Conservative,26553
24061,Richmond--Arthabaska,QC,Quebec,Olivier Nolin,BQ,Bloc Quebecois,16539
24061,Richmond--Arthabaska,QC,Quebec,Marc Patry,LPC,Liberal,8868
24061,Richmond--Arthabaska,QC,Quebec,Laura Horth-Lepage,GRE,Green,3133
24061,Richmond--Arthabaska,QC,Quebec,Olivier Guérin,NDP,New Democratic Party,2864
24061,Richmond--Arthabaska,QC,Quebec,Jean Landry,PPC,People's Party,681
